title	link	text	text_len	lem_text	auto_tags	manual_tags	gold_tags
"Чудо в ""Прямом эфире"": две 67-летние женщины оказались сестрами"	https://www.vesti.ru/article/2634749	"В новом выпуске программы ""Андрей Малахов. Прямой эфир"" на канале ""Россия 1"" гости в студии стали свидетелями невероятного воссоединения двух разлученных сестер. Обе героини родились в советской Бухаре 67 лет назад и впервые встретились в Москве. Результаты теста ДНК показали, что две совершенно разные женщины действительно приходятся друг другу близкими родственницами.
В программу обратилась Алевтина Гриненко. Ее сестра умерла совсем маленькой, но врачи не выдали ее родителям тело ребенка для похорон. Алевтина всегда тосковала по сестренке и даже любимую куклу, которую отец привез ей из Германии, назвала Наташей в ее честь. Дочь Алевтины поддержала ее в желании найти сестру. Они обе очень надеялись однажды увидеть свою родственницу живой.
После этого в студии появилась Светлана Любимцева. Она еще в детстве перебралась вместе с родителями в Выборг из Самарканда. Светлана часто говорила своему сыну, что у нее была сестра, с которой ее разлучили. Приемные родители удочерили одну девочку, а вторую не смогли взять из-за непростого материального положения семьи. О потерянной сестре Светланы позаботились другие люди, но женщина так и не узнала, кто именно.
Экспертов в студии смутило, что женщины не слишком похожи внешне. Кроме того, отличались и их истории: они обе потеряли сестер при разных обстоятельствах. Однако, когда Алевтина и Светлана сели рядом, они крепко обнялись и расплакались, будто что-то почувствовав. Гриненко показалось, что на детских фотографиях она очень даже напоминает маленькую Светлану.
Тогда звездные эксперты предположили, что родители Алевтины также могли быть приемными, но не говорили ей об этом. Сама женщина предположила, что это врачи после родов решили сказать ее матери, что одна из девочек умерла.

""Что-то пошло не так, и решили, наверное, разделить детей. Может, посчитали, что у мамы тяжелые роды, что она слабая и может не потянуть двух деток"", – задумалась Гриненко.

Все с нетерпением ждали результатов ДНК-теста. ""Вероятность того, что Светлана и Алевтина могут приходиться друг другу родными сестрами, составляет 99,999%"", – сообщила специалист ДНК-центра. Эту новость зрители встретили бурными аплодисментами. Сестры, которые вновь обрели друг друга, договорились обменяться памятными подарками. По словам актрисы Ольги Богдановой, хоть женщины и не очень похожи внешне, между ними все равно много общего. Так, они обе обладают редкой душевностью. ""Мы сегодня просто счастливы, другого слова нет"", – сказала артистка.
Какие еще семейные секреты выяснились в ходе программы ""Андрей Малахов. Прямой эфир""? Смотрите в эфире канала ""Россия 1"".

Еще больше интересных новостей – в нашем Instagram и Telegram-канале @smotrim_ru."	386	в новый выпуск программа андрей малахов прямой эфир на канал россия 1 гость в студия стать свидетель невероятный воссоединение два разлучить сестра оба героиня родиться в советский бухара 67 год назад и впервые встретиться в москва результат тест днк показать что два совершенно разный женщина действительно приходиться друг друг близкий родственница в программа обратиться алевтина гриненко она сестра умереть совсем маленький но врач не выдать она родитель тело ребёнок для похороны алевтина всегда тосковать по сестрёнка и даже любимый кукла который отец привезти она из германия назвать наташа в она честь дочь алевтина поддержать она в желание найти сестра они оба очень надеяться однажды увидеть свой родственница живой после это в студия появиться светлана любимцев она ещё в детство перебраться вместе с родитель в выборг из самарканд светлана часто говорить свой сын что у она быть сестра с который она разлучить приёмный родитель удочерить один девочка а второй не смочь взять из-за непростой материальный положение семья о потерянный сестра светлана позаботиться другой человек но женщина так и не узнать кто именно эксперт в студия смутить что женщина не слишком похожий внешне кроме тот отличаться и они история они оба потерять сестра при разный обстоятельство однако когда алевтина и светлана сель рядом они крепко обняться и расплакаться будто что-то почувствовать гриненко показаться что на детский фотография она очень даже напоминать маленький светлана тогда звёздный эксперт предположить что родитель алевтина также мочь быть приёмный но не говорить она о это сам женщина предположить что это врач после роды решить сказать она мать что один из девочка умереть что-то пойти не так и решить наверное разделить ребёнок мочь посчитать что у мама тяжёлый роды что она слабый и мочь не потянуть два ребёночек задуматься гриненко всё с нетерпение ждать результат днк-тест вероятность тот что светлана и алевтина мочь приходиться друг друг родный сестра составлять 99,999 сообщить специалист днк-центр этот новость зритель встретить бурный аплодисменты сестра который вновь обрести друг друг договориться обменяться памятный подарок по слово актриса ольга богданов хоть женщина и не очень похожий внешне между они всё равно много общий так они оба обладать редкий душевность мы сегодня просто счастливый другой слово нет сказать артистка какой ещё семейный секрет выясниться в ход программа андрей малахов прямой эфир смотреть в эфир канал россия 1 ещё большой интересный новость в наш instagram и telegram-канал smotrim_ru	общество, встреча, сестра, ДНК, Россия 1, Андрей Малахов, родственник, новости	Андрей Малахов, Россия 1, ДНК-тест, прямой эфир, семья	сестра, новость, днк, прямой эфир, семья, андрей малахов, днк-тест, россия 1
"""Чувствую вину"": в память о жене вдовец Шаляпин дал концерт в хосписе"	https://www.vesti.ru/television/article/2634816	"Сегодня 40 дней, как не стало супруги шоумена Прохора Шаляпина Татьяны Дэвис. Она заболела коронавирусом на третий день после их роскошной свадьбы в Лас-Вегасе, но госпитализирована была не сразу.
Когда же Прохор, наконец, вызвал скорую, и его жену госпитализировали, она была уже в очень тяжелом состоянии. Вскоре шоумен улетел в Россию, а когда стало известно о смерти Татьяны, то не смог попасть на ее похороны в США.
В своем Instagram артист признался: он постоянно чувствует свою вину за то, что тогда оставил супругу, но у него не было ни малейших сомнений, что Татьяна поправится.

""В ее память в этот день решил провести небольшой концерт в хосписе в Зеленограде и подарить свое творчество и любовь его пациентам и сотрудникам"", – написал Шаляпин в соцсети.

Рядом с кадрами своего выступления в хосписе он поблагодарил всех за душевный прием.

""Сколько радости ты им подарил. Они теперь будут жить этим днем!"", ""Все правильно!"", ""Вы на секундочку представьте эмоции этих стариков, прям до мурашек!"" – пишут в комментариях пользователи.

Ранее в эксклюзивном интервью программе ""Андрей Малахов. Прямой эфир"" на канале ""Россия 1"" Прохор Шаляпин откровенно рассказал о том, по какой причине улетел из США в Россию, когда его супруга была госпитализирована с коронавирусом, и почему не был на ее похоронах."	205	сегодня 40 день как не стать супруг шоумен прохор шаляпин татьяна дэвис она заболеть коронавирус на третий день после они роскошный свадьба в лас-вегас но госпитализировать быть не сразу когда же прохор наконец вызвать скорый и он жена госпитализировать она быть уже в очень тяжёлый состояние вскоре шоумен улететь в россия а когда стать известно о смерть татьяна то не смочь попасть на она похороны в сша в свой instagram артист признаться он постоянно чувствовать свой вина за то что тогда оставить супруг но у он не быть ни малый сомнение что татьяна поправиться в она память в этот день решить провести небольшой концерт в хоспис в зеленоград и подарить свой творчество и любовь он пациент и сотрудник написать шаляпин в соцсеть рядом с кадр свой выступление в хоспис он поблагодарить весь за душевный приём сколько радость ты они подарить они теперь быть жить это день всё правильно вы на секундочка представить эмоция этот старик прям до мурашка писать в комментарий пользователь ранее в эксклюзивный интервью программа андрей малахов прямой эфир на канал россия 1 прохор шаляпин откровенно рассказать о тот по какой причина улететь из сша в россия когда он супруг быть госпитализировать с коронавирус и почему не быть на она похороны	общество, концерт, смерть/кончина, телевидение, Прохор Шаляпин, хоспис, новости, жена	Прохор Шаляпин, Татьяна Дэвис, коронавирус, США, Андрей Малахов, прямой эфир, Россия 1, Россия	прохор шаляпин, сша, смерть, концерт, коронавирус, жена, прямой эфир, андрей малахов, россия, татьяна дэвис, россия 1, хоспис
Безруков впервые показал лицо младшего сына	https://www.vesti.ru/television/article/2634818	"Актер Сергей Безруков и его супруга Анна Матисон не скрывают от камеры лица своих старших детей, пятилетней Марии и двухлетнего Степана, а вот лицо младшего ребенка, трехмесячного Василия, до сегодняшнего дня не попадало в кадр.
Сегодня актер поделился с поклонниками в соцсети свежей фотографией трех наследников, показав, как они вместе с ним проводят время дома. На снимке видно, насколько все малыши подросли. На вопросы в комментариях о том, где же осталась их мама, Сергей Безруков ответил, что его супруга фотографировала семейную идиллию.
Глядя на фото детей, поклонники актера отметили, что Вася очень похож на него. И Безруков согласился с их наблюдением.
Недавно артист вернулся к супруге и детям после непродолжительной госпитализации. Актер перенес коронавирусную инфекцию в легкой форме.
Отметим, что третью беременность Анна Матисон не афишировала. О грядущем прибавлении в семье Сергей Безруков объявил в Instagram незадолго до родов жены."	140	актёр сергей безруков и он супруг анна матисон не скрывать от камера лицо свой старший ребёнок пятилетний мария и двухлетний степан а вот лицо младший ребёнок трёхмесячный василий до сегодняшний день не попадать в кадр сегодня актёр поделиться с поклонник в соцсеть свежеть фотография три наследник показать как они вместе с они проводить время дом на снимок видно насколько всё малыш подрасти на вопрос в комментарий о тот где же остаться они мама сергей безруков ответить что он супруг фотографировать семейный идиллия глядеть на фото ребёнок поклонник актёр отметить что вася очень похожий на он и безруков согласиться с они наблюдение недавно артист вернуться к супруг и ребёнок после непродолжительный госпитализация актёр перенести коронавирусный инфекция в лёгкий форма отметить что третий беременность анна матисон не афишировать о грядущий прибавление в семья сергей безруков объявить в instagram незадолго до роды жена	общество, актер/актриса, кино, Сергей Безруков, Анна Матисон, дети, новости	Сергей Безруков, актер, коронавирус, Анна Матисон, дети	коронавирус, сергей безруков, актёр, анна матисон, ребёнок
Необычные светофоры озадачили москвичей	https://www.vesti.ru/auto/article/2634784	"Загадочные светофоры появились на московских улицах. Вместо отсчета секунд до переключения на зеленый свет табло показывает таинственную аббревиатуру АУ.
Пешеходы с юмором предположили, что светофоры перевезли из другого района, и они ищут своих знакомых. Но все оказалось гораздо проще. АУ означает адаптивное управление. Это значит, что регулятор движения подстраивается под трафик. Если машин много, то пешеходам зеленый будет загораться реже, если автомобилей мало – наоборот, сообщает программа ""Вести-Москва"" (все выпуски можно увидеть на медиаплатформе ""Смотрим"")."	75	загадочный светофор появиться на московский улица вместо отсчёт секунда до переключение на зелёный свет табло показывать таинственный аббревиатура ау пешеход с юмор предположить что светофор перевезти из другой район и они искать свой знакомый но всё оказаться гораздо простой ау означать адаптивный управление это значит что регулятор движение подстраиваться под трафик если машина много то пешеход зелёный быть загораться редкий если автомобиль мало наоборот сообщать программа вести-москва всё выпуск можно увидеть на медиаплатформа смотреть	общество, авто, машина/автомобиль, водитель, пешеход, светофор, движение, Москва, новости	Москва, адаптивное управление, светофоры	адаптивный управление, москва, движение, светофор, авто, автомобиль, пешеход
"""Трактор"" расправился с ""Адмиралом"""	https://www.vesti.ru/article/2634825	"В Челябинске завершился матч регулярного чемпионата Континентальной хоккейной лиги. ""Трактор"" нанес крупное поражение ""Адмиралу"" со счетом 6:1.
Хозяева площадки забрасывали по две шайбы в каждом из периодов. В первом периоде отличились Никита Тертышный и Теему Пулккинен, во втором Теему Пулккинен и Лукаш Седлак, в третьем – Кирилл Капустин и Никита Тертышный. У ""Адмирала"" единственную шайбу в заключительной 20-минутке провел Дмитрий Лугин.
""Трактор"" набрал 40 очков и занимает второе место в Восточной конференции. У ""Адмирала"" 15 очков и 11-я позиция также на Востоке."	82	в челябинск завершиться матч регулярный чемпионат континентальный хоккейный лига трактор нанести крупный поражение адмирал с счёт 6:1 хозяин площадка забрасывать по два шайба в каждый из период в первый период отличиться никита тертышный и теий пулккинный в второй теий пулккинный и лукаш седлак в третий кирилл капустин и никита тертышный у адмирал единственный шайба в заключительный 20-минутка провести дмитрий лугин трактор набрать 40 очко и занимать второе место в восточный конференция у адмирал 15 очко и 11-й позиция также на восток	спорт, хоккей, КХЛ, Адмирал хоккей, Трактор хоккей, новости	Челябинск, матч, хоккей, Трактор, Адмирал, чемпионат, Континентальная хоккейная лига	челябинск, чемпионат, хоккей, адмирал, континентальный хоккейный лига, трактор, матч
Колодец с кишечной палочкой нашли в Амурской области	https://www.vesti.ru/article/2634808	"Колодец с превышением нормативов по бактериям группы кишечной палочки в воде закрыли в Иннокентьевке. Сооружение не использовалась по назначению.
Как передает ГТРК ""Амур"", работу колодца приостановили на 90 дней после проверки Роспотребнадзора. У специалистов возникли вопросы к его содержанию и качеству воды: он выглядел заброшенным, а анализ жидкости показал недопустимое количество колиформных бактерий. Опасным состояние колодца для людей признал также районный суд, рассматривавший административные материалы.
Виновной в нарушении санитарно-эпидемиологических требований к питьевой воде признали местную администрацию, которая отвечает за содержание подобных объектов.
Приставы вручили главе села постановление о возбуждении исполнительного производства, требование об исполнении решения суда, а также ограничили доступ к колодцу.
Ранее два колодца с питьевой водой были также временно закрыты в Прогрессе."	114	колодец с превышение норматив по бактерия группа кишечный палочка в вода закрыть в иннокентьевка сооружение не использоваться по назначение как передавать гтрк амур работа колодец приостановить на 90 день после проверка роспотребнадзор у специалист возникнуть вопрос к он содержание и качество вода он выглядеть забросить а анализ жидкость показать недопустимый количество колиформный бактерия опасный состояние колодец для человек признать также районный суд рассматривать административный материал виновный в нарушение санитарно-эпидемиологический требование к питьевой вода признать местный администрация который отвечать за содержание подобный объект пристав вручить глава село постановление о возбуждение исполнительный производство требование о исполнение решение суд а также ограничить доступ к колодец ранее два колодец с питьевой вода быть также временно закрытый в прогресс	"общество, регионы, опасность, вода, колодец, кишечная палочка, новости, ГТРК ""Амур"""	Амур, Роспотребнадзор, колодец, Иннокентьевка	роспотребнадзор, гтрк амур, кишечный палочка, вода, амур, иннокентьевка, колодец
В Мурманске прокуратура начала проверку после задержки рейса	https://www.vesti.ru/article/2634758	"В Мурманске прокуратура начала проверку после задержки рейса Мурманск — Москва. Об этом сообщает ГТРК ""Мурман"" со ссылкой на пресс-службу надзорного ведомства.
Инцидент произошел сегодня, 3 ноября, около 6 утра.

""По предварительным данным, задержка отправления самолета произошла в связи с поломкой ходовой части пассажирского трапа, который заблокировал дальнейшее движение воздушного судна"", — говорится в сообщении.

Отметим, что рейс задержали на час. Пострадавших нет.
Транспортная прокуратура даст оценку действиям работников аэропорта."	70	в мурманск прокуратура начало проверка после задержка рейс мурманск москва о это сообщать гтрк мурман с ссылка на пресс-служба надзорный ведомство инцидент произойти сегодня 3 ноябрь около 6 утро по предварительный данные задержка отправление самолёт произойти в связь с поломка ходовой часть пассажирский трап который заблокировать дальнейший движение воздушный судный говориться в сообщение отметить что рейс задержать на час пострадать нет транспортный прокуратура дать оценка действие работник аэропорт	"регионы, прокуратура, проверка, ГТРК ""Мурман"", новости"	Мурманск, самолет, задержка, проверка	прокуратура, гтрк мурман, самолёт, мурманск, задержка, проверка
Падение Ан-12: погода была ниже минимума для полета этого класса	https://www.vesti.ru/article/2634778	"ЧП под Иркутском: при заходе на посадку там упал грузовой самолет Ан-12, летевший из Якутска. Что было с погодой в момент захода Ан-12 белорусской авиакомпании ""Гродно"" на посадку?
Еще накануне МЧС региона распространило экстренное предупреждение на 3 ноября о снегопадах и усилении ветра. Самолет подлетал к Байкалу как раз в момент ухудшения погоды.

Еще утром Иркутск был за пределами зоны резкого похолодания. До середины дня температура держалась около нулевой отметки, было облачно с прояснениями и без осадков. С полудня начал усиливаться северо-западный ветер.
К шести часам вечера по местному времени порывы достигали 16 метров в секунду, похолодало до минус 5 градусов, шел снег, мела метель. В последний час горизонтальная дальность видимости была меньше километра.
Метеусловия были сложными, ниже минимума погоды для самолетов класса Ан-12. Нижний край облачности находился от 180 до 200 метров. При этом на высотах от 450 до 650 метров наблюдался резкий сдвиг ветра по направлению и по скорости с 7 до 29 километров в час. Самолет оказался в зоне прохождения холодного фронта.
Холод буквально провалился на юг Сибири. Этому способствовал обширный циклон, который смещается на северо-восток и тянет за собой арктический воздух. Процесс усиливает и антициклон над Европейской территорией России, который расширяет восточную границу, подгоняет циклон. Возникает узкая градиентная зона – зона сильных ветров и резких перепадов температуры.
Очень ярко интенсивность процесса иллюстрирует карта минимальных температур. Мы сравнили вчерашнюю и сегодняшнюю ситуации. Территория, где в предрассветные часы температура была ниже минус 20 градусов, расширилась почти на 800 километров к югу. Очертания этой зоны повторяет и изотерма минус 10.
За тем, как будет продвигаться холод, помогает проследить интерактивная карта. На ней хорошо видно, что сегодня холод остановился у Байкала, 4 ноября он захватит Бурятию, послезавтра – Забайкальский край, а затем холодный воздух продолжит пробиваться на восток. А вот с запада, напротив, начнет поступать атлантическое тепло.
Завтра днем осадки в Иркутске прекратятся, ветер сбавит напор до 10 метров в секунду, максимальная температура составит минус 9 градусов. Похолодание продолжит движение на восток."	322	чп под иркутский при заход на посадка там упасть грузовой самолёт ан-12 лететь из якутск что быть с погода в момент заход ан-12 белорусский авиакомпания гродно на посадка ещё накануне мчс регион распространить экстренный предупреждение на 3 ноябрь о снегопад и усиление ветер самолёт подлетать к байкал как раз в момент ухудшение погода ещё утром иркутск быть за предел зона резкий похолодание до середина день температура держаться около нулевой отметка быть облачно с прояснение и без осадки с полдень начать усиливаться северо-западный ветер к шесть час вечер по местный время порыв достигать 16 метр в секунда похолодать до минус 5 градус идти снег мел метель в последний час горизонтальный дальность видимость быть маленький километр метеусловие быть сложный ниже минимум погода для самолёт класс ан-12 нижний край облачность находиться от 180 до 200 метр при это на высота от 450 до 650 метр наблюдаться резкий сдвиг ветер по направление и по скорость с 7 до 29 километр в час самолёт оказаться в зона прохождение холодное фронт холод буквально провалиться на юг сибирь этот способствовать обширный циклон который смещаться на северо-восток и тянуть за себя арктический воздух процесс усиливать и антициклон над европейский территория россия который расширять восточный граница подгонять циклон возникать узкий градиентный зона зона сильный ветер и резкий перепад температура очень ярко интенсивность процесс иллюстрировать карта минимальный температура мы сравнить вчерашний и сегодняшний ситуация территория где в предрассветный часы температура быть ниже минус 20 градус расшириться почти на 800 километр к юг очертание этот зона повторять и изотерма минус 10 за тем как быть продвигаться холод помогать проследить интерактивный карта на она хорошо видно что сегодня холод остановиться у байкал 4 ноябрь он захватить бурятия послезавтра забайкальский край а затем холодный воздух продолжить пробиваться на восток а вот с запад напротив начать поступать атлантический тепло завтра день осадка в иркутск прекратиться ветер сбавить напор до 10 метр в секунда максимальный температура составить минус 9 градус похолодание продолжить движение на восток	общество, происшествия, самолет, мороз, рейс, крушение, ветер, Ан-12, погода, Иркутск, новости, МЧС России, Якутск	ЧП, Иркутск, самолет, Ан-12, Якутск, Гродно, погода, экстренное предупреждение, прогноз, автокатастрофа, похолодание, осадки	погода, экстренный предупреждение, самолёт, иркутск, похолодание, ан-12, гродно, чп, ветер, осадка, якутск
Парковка в столице станет бесплатной на несколько дней	https://www.vesti.ru/auto/article/2634759	"С 4 по 6 ноября включительно парковка в Москве будет бесплатной. В честь Дня народного единства свободно оставить свой автомобиль можно будет на любой улице, включая и те, где установлен максимальный тариф 380 рублей в час. Заплатить придется только за место на стоянке со шлагбаумом. 7 ноября парковка в столице будет осуществляться по правилам воскресного дня, напоминает программа ""Вести-Москва"" (все выпуски можно увидеть на медиаплатформе ""Смотрим"")."	66	с 4 по 6 ноябрь включительно парковка в москва быть бесплатный в честь день народный единство свободно оставить свой автомобиль можно быть на любой улица включая и тот где установить максимальный тариф 380 рубль в час заплатить прийтись только за место на стоянка с шлагбаум 7 ноябрь парковка в столица быть осуществляться по правило воскресный день напоминать программа вести-москва всё выпуск можно увидеть на медиаплатформа смотреть	общество, авто, машина/автомобиль, парковка, праздники, Москва, новости	Москва, парковка, День народного единства, автомобиль	день народный единство, парковка, москва, авто, автомобиль
Минфин резко увеличит закупки валюты и золота	https://www.vesti.ru/finance/article/2634813	"Минфин намерен с 9 ноября по 6 декабря ежедневно покупать валюту и золото на 25,9 млрд руб., что в 1,7 раза больше, чем в октябре (15,1 млрд руб. в день).
Дополнительные нефтегазовые доходы бюджета составят в ноябре 409,9 млрд руб., полагает Минфин.
В сентябре допдоходы бюджета составили 108,4 млрд руб.
Между тем цена российской нефти Urals в Европе превысила в начале октября $80 за баррель. Последний раз такая высокая цена отмечена три года назад.
По данным Росстата, экспорт нефти из России сократился в январе-августе на 6,8% в годовом выражении до 150,6 млн тонн.
В августе экспорт нефти вырос на 17,4% в годовом выражении и на 3,7% в месячном выражении до 19,6 млн тонн."	113	минфин намеренный с 9 ноябрь по 6 декабрь ежедневно покупать валюта и золото на 25,9 млрд руб. что в 1,7 раз большой чем в октябрь 15,1 млрд руб в день дополнительный нефтегазовый доход бюджет составить в ноябрь 409,9 млрд руб. полагать минфин в сентябрь допдоход бюджет составить 108,4 млрд руб между тем цена российский нефть urals в европа превысить в начало октябрь $ 80 за баррель последний раз такой высокий цена отметить три год назад по данные росстат экспорт нефть из россия сократиться в январь-август на 6,8 в годовой выражение до 150,6 млн тонна в август экспорт нефть вырасти на 17,4 в годовой выражение и на 3,7 в месячный выражение до 19,6 млн тонна	экономика, валюта, золото, бюджет, новости, Министерство финансов/Минфин	Минфин, нефть, Urals, Европа, Россия, экспорт нефти, бюджет	минфин, валюта, европа, бюджет, золото, россия, urals, экспорт нефть, нефть
